emp_no,salary,from_date,to_date
18514,79439,1999-07-24,2000-07-23
18515,67778,1986-11-12,1987-11-12
18516,65538,1989-05-14,1989-08-09
18517,40000,1986-07-30,1987-07-30
18518,40000,1999-08-30,2000-08-29
18519,75980,1997-11-25,1998-11-25
18520,62234,1986-07-18,1987-07-18
18521,61570,1989-10-06,1990-10-06
18522,68604,1991-02-12,1992-02-12
18523,52297,1999-09-01,2000-08-31
18524,40000,1994-08-11,1995-08-11
18525,51902,1985-09-05,1986-09-05
18526,40000,1991-02-01,1992-02-01
18527,88001,1986-02-06,1987-02-06
18528,46497,1986-02-27,1987-02-27
18529,48577,1993-01-30,1994-01-30
18530,56850,1994-04-02,1995-04-02
18531,44418,1989-05-24,1990-05-24
18532,52115,1999-06-03,2000-06-02
18533,46591,1992-04-16,1993-04-16
18534,40000,1986-11-08,1987-11-08
18535,46219,1989-02-08,1990-02-08
18536,40000,1994-12-04,1995-12-04
18537,40789,1989-03-21,1990-03-21
18538,59168,1994-10-03,1995-10-03
18539,67857,1991-08-26,1992-08-25
18540,40000,1991-09-02,1992-09-01
18541,40000,1999-06-23,2000-06-22
18542,48606,1987-05-16,1988-05-15
18543,62531,1997-11-11,1998-11-11
18544,53734,1999-03-02,2000-03-01
18545,50375,1998-05-08,1999-05-08
18546,53669,1992-04-17,1993-04-17
18547,40000,1986-06-03,1987-06-03
18548,49180,1999-09-09,2000-09-08
18549,40000,1996-12-19,1997-12-19
18550,40000,1997-06-07,1998-06-07
18551,40000,1998-06-18,1999-06-18
18552,52737,1999-07-26,2000-07-25
18553,71639,1999-08-28,2000-08-27
18554,58069,1993-02-16,1994-02-16
18555,46667,1989-05-01,1990-05-01
18556,58264,1994-04-13,1995-04-13
18557,78769,1992-04-10,1993-04-10
18558,40000,1986-07-16,1987-07-16
18559,40000,1996-03-09,1997-03-09
18560,41498,1999-05-03,2000-05-02
18561,46712,1986-04-24,1987-04-24
18562,69194,1999-02-12,2000-02-12
18563,53738,1996-01-21,1997-01-20
18564,40000,1992-07-23,1993-07-23
18565,74969,1993-08-29,1994-08-29
18566,40000,1990-08-08,1991-08-08
18567,40000,1992-02-25,1993-02-24
18568,53876,1998-09-04,1999-09-04
18569,55734,1992-04-08,1993-04-08
18570,40000,1999-03-22,2000-03-21
18571,70621,1987-04-14,1988-04-13
18572,48468,1988-05-13,1989-05-13
18573,88101,1998-04-16,1999-04-16
18574,40000,1988-04-21,1989-04-21
18575,53521,1986-11-12,1987-11-12
18576,51940,1997-01-09,1998-01-09
18577,45976,1986-01-07,1987-01-07
18578,40000,1988-08-13,1989-08-13
18579,48733,1995-04-29,1996-04-28
18580,40000,1997-09-18,1998-09-18
18581,99867,1987-07-23,1988-07-22
18582,50417,1998-11-19,1999-11-19
18583,40000,1998-08-16,1999-08-16
18584,40000,1993-07-01,1994-07-01
18585,40000,1995-03-15,1996-03-14
18586,84193,1999-02-08,2000-02-08
18587,40769,1997-04-12,1998-04-12
18588,93319,1986-07-02,1987-07-02
18589,48844,1995-06-10,1996-06-09
18590,91681,1997-01-21,1998-01-21
18591,78178,1998-07-18,1999-07-18
18592,54073,1994-07-26,1995-07-26
18593,40000,1989-11-03,1990-11-03
18594,40000,1993-05-26,1994-05-26
18595,65584,1988-04-12,1989-04-12
18596,46630,1991-05-02,1992-05-01
18597,81928,1989-05-30,1990-05-30
18598,47523,1994-06-20,1995-06-20
18599,40000,1997-09-04,1998-09-04
18600,53845,1996-10-18,1997-10-18
18601,72250,1985-07-06,1986-07-06
18602,70103,1989-07-05,1990-07-05
18603,93125,1992-04-07,1993-04-07
18604,40000,1998-05-08,1999-05-08
18605,51280,1997-03-18,1998-03-18
18606,53747,1995-10-13,1996-10-12
18607,64182,1985-06-10,1986-06-10
18608,48074,1991-04-11,1992-04-10
18609,40000,1991-09-17,1992-09-16
18610,40000,1990-04-11,1991-04-11
18611,40000,1996-05-16,1997-05-16
18612,101395,1988-04-28,1989-04-28
18613,44925,1986-07-13,1987-07-13
18614,40000,1991-05-10,1992-05-09
18615,55293,1992-05-28,1993-05-28
18616,56839,1994-12-27,1995-12-27
18617,40000,1989-04-24,1990-04-24
18618,42770,1986-10-26,1987-10-25
18619,40000,1993-10-08,1994-10-08
18620,44661,1990-05-10,1991-05-10
18621,40510,1998-05-23,1999-05-23
18622,49382,1987-02-03,1988-02-03
18623,40000,1999-02-18,1999-09-22
18624,40000,1998-04-29,1999-04-29
18625,61712,1989-10-12,1990-10-12
18626,40959,1993-06-01,1994-06-01
18627,40000,1993-08-04,1994-08-04
18628,68622,1990-02-05,1991-02-05
18629,40000,1988-10-27,1989-10-27
18630,40000,1985-11-20,1986-11-20
18631,41181,1986-07-14,1987-07-14
18632,44502,1991-06-07,1992-06-06
18633,40000,1992-08-05,1993-08-05
18634,71149,2000-01-25,2001-01-24
18635,58731,1995-05-04,1996-05-03
18636,53160,1992-03-08,1993-03-08
18637,56419,1992-01-21,1993-01-20
18638,49541,1988-11-03,1989-11-03
18639,50602,1992-01-17,1993-01-16
18640,40000,1996-01-30,1997-01-29
18641,78112,1991-01-11,1992-01-11
18642,64333,1987-10-15,1988-10-14
18643,56176,1988-10-22,1989-10-22
18644,64935,1985-05-12,1986-05-12
18645,48157,1992-05-22,1993-05-22
18646,40000,1998-01-26,1999-01-26
18647,48729,1994-08-01,1995-08-01
18648,40000,1988-05-12,1989-05-12
18649,40000,1985-03-29,1986-03-29
18650,65781,1990-05-19,1991-05-19
18651,40000,1999-06-21,2000-06-20
18652,91390,1997-06-28,1998-06-28
18653,40000,1990-05-28,1991-05-28
18654,40000,1991-11-01,1992-10-31
18655,40000,1994-12-25,1995-12-25
18656,61143,1991-04-09,1992-04-08
18657,62212,1995-04-24,1996-04-23
18658,40000,1995-03-29,1996-03-28
18659,85236,1992-11-22,1993-11-22
18660,40000,1996-06-06,1997-06-06
18661,54511,1988-03-16,1989-03-16
18662,46998,1996-04-14,1997-04-14
18663,62505,1987-06-20,1988-06-19
18664,55929,1989-12-31,1990-12-31
18665,50748,1995-09-17,1996-09-16
18666,69504,1989-05-24,1990-05-24
18667,62735,1995-07-15,1995-08-09
18668,40000,1996-06-05,1997-06-05
18669,47170,1996-11-18,1997-11-18
18670,40000,1992-02-09,1993-02-08
18671,55188,1986-05-04,1987-05-04
18672,46244,1986-08-11,1987-08-11
18673,40000,1996-04-24,1997-04-24
18674,46482,1995-11-13,1996-11-12
18675,40000,1998-02-02,1998-12-20
18676,40000,1998-07-31,1999-07-31
18677,40000,1993-04-28,1994-04-28
18678,40000,1997-10-17,1998-10-17
18679,80953,1990-11-28,1991-11-28
18680,57952,1989-04-10,1990-04-10
18681,77064,1988-12-04,1989-12-04
18682,43266,1994-02-12,1995-02-12
18683,54578,1991-03-09,1992-03-08
18684,70754,1997-06-13,1998-06-13
18685,46055,1997-02-13,1998-02-13
18686,45220,1985-05-02,1986-05-02
18687,40000,1985-05-23,1986-05-23
18688,95960,1990-04-23,1991-04-23
18689,55859,1991-12-24,1992-12-23
18690,40000,1997-01-10,1998-01-10
18691,47438,1992-02-05,1993-02-04
18692,56378,1989-12-02,1990-12-02
18693,53457,1992-03-01,1993-03-01
18694,63408,1992-08-13,1993-08-13
18695,40000,1999-04-01,2000-03-31
18696,40000,1990-09-25,1991-09-25
18697,61316,1994-10-29,1995-10-29
18698,40000,1990-10-16,1991-10-16
18699,50847,1999-10-13,2000-10-12
18700,69492,1985-11-18,1986-11-18
18701,58282,1991-03-10,1992-03-09
18702,56913,1990-10-07,1991-10-07
18703,56731,1987-03-28,1988-03-27
18704,48123,1997-12-23,1998-12-23
18705,48680,1996-10-27,1997-10-26
18706,47897,1987-08-17,1988-08-16
18707,62761,1999-06-05,2000-06-04
18708,40000,1994-04-18,1995-04-18
18709,49976,1990-05-07,1991-05-07
18710,44613,1998-03-25,1999-03-25
18711,93701,1997-02-14,1998-02-14
18712,52584,1987-02-01,1988-02-01
18713,41240,1995-02-08,1996-02-08
18714,66861,1995-03-08,1996-03-07
18715,40000,1991-04-18,1992-04-17
18716,40000,1991-10-13,1992-10-12
18717,61358,1999-08-17,2000-08-16
18718,57582,1992-04-29,1993-04-29
18719,51127,1986-11-02,1987-11-02
18720,40000,1999-06-10,2000-06-09
18721,40000,1988-09-23,1989-09-23
18722,47059,1995-01-27,1996-01-27
18723,40000,1992-07-07,1993-07-07
18724,41771,1989-09-19,1990-09-19
18725,48904,1993-08-04,1994-08-04
18726,40000,1997-08-15,1998-08-15
18727,53209,1991-07-08,1992-07-07
18728,42857,1986-11-30,1987-11-30
18729,93889,1995-08-25,1996-08-24
18730,50423,1996-11-10,1997-11-10
18731,40000,1994-03-20,1995-03-20
18732,56167,1989-07-23,1990-07-23
18733,48465,1990-11-04,1991-11-04
18734,40000,1999-04-03,1999-12-31
18735,48927,1994-09-13,1995-09-13
18736,40000,1987-12-15,1988-12-14
18737,62141,1992-08-21,1993-08-21
18738,40000,1997-06-28,1998-06-28
18739,89294,1995-01-15,1996-01-15
18740,40795,1994-10-24,1995-10-24
18741,49196,1994-03-04,1995-03-04
18742,48647,1993-03-03,1994-03-03
18743,41092,1986-09-04,1987-09-04
18744,61614,1996-01-05,1997-01-04
18745,54343,1992-02-21,1993-02-20
18746,72790,1994-12-09,1995-12-09
18747,60681,1995-12-20,1996-12-19
18748,40000,1996-11-23,1997-11-23
18749,73872,1992-04-04,1993-04-04
18750,73538,1993-11-01,1994-11-01
18751,54992,1991-08-30,1992-08-29
18752,40000,1994-04-27,1995-04-27
18753,46981,1993-09-10,1994-09-10
18754,40000,1998-08-12,1999-08-12
18755,40000,1995-01-10,1996-01-10
18756,58164,1990-10-28,1991-10-27
18757,56325,1987-06-06,1988-06-05
18758,45037,1988-11-15,1989-11-15
18759,40000,1999-05-27,2000-05-26
18760,106598,1989-11-28,1990-11-28
18761,72032,1986-05-10,1987-05-10
18762,47114,1997-10-05,1998-10-05
18763,67183,1994-04-14,1995-04-14
18764,40000,1990-06-05,1991-06-05
18765,67141,1987-10-19,1988-10-18
18766,50562,1998-10-02,1999-10-02
18767,64337,1995-04-22,1996-04-21
18768,53643,1988-05-29,1989-05-29
18769,46459,1987-04-27,1988-04-26
18770,55686,1987-11-27,1988-11-26
18771,51637,1990-03-07,1991-03-07
18772,67407,1986-08-05,1987-08-05
18773,40000,1995-11-03,1996-11-02
18774,40000,1998-05-31,1999-05-31
18775,62152,1987-03-22,1988-03-21
18776,83933,1990-01-03,1991-01-03
18777,40000,1985-08-20,1986-08-20
18778,61240,1994-01-29,1995-01-29
18779,64122,1997-02-15,1998-02-15
18780,43500,1990-09-08,1991-09-08
18781,40000,1999-03-07,2000-03-06
18782,40000,1986-07-02,1987-07-02
18783,40000,1990-06-30,1991-06-30
18784,48213,1985-07-31,1986-07-31
18785,40000,1993-09-19,1994-09-19
18786,40000,1988-05-24,1989-05-24
18787,50353,1992-12-14,1993-12-14
18788,40000,1994-02-17,1995-02-17
18789,61935,1988-02-29,1989-02-28
18790,41481,1996-07-22,1997-07-22
18791,40000,1996-11-23,1997-11-23
18792,73939,1995-11-30,1996-11-29
18793,52989,1993-01-21,1994-01-21
18794,45917,1993-03-07,1994-03-07
18795,56530,1993-07-23,1994-07-23
18796,52643,1993-11-16,1994-11-16
18797,64294,1998-07-06,1999-07-02
18798,40000,1998-05-22,1999-05-22
18799,42095,1986-07-14,1987-07-14
18800,61310,1990-07-06,1991-07-06
18801,40000,1999-04-29,2000-04-28
18802,40000,1989-09-27,1990-09-27
18803,56015,1987-11-24,1988-11-23
18804,67047,1997-03-02,1998-03-02
18805,47310,1986-02-09,1987-02-09
18806,59955,1986-05-29,1987-05-29
18807,40000,1985-11-10,1986-11-10
18808,54614,1991-05-23,1992-05-22
18809,63500,1995-10-11,1996-10-10
18810,40000,1991-06-27,1992-06-26
18811,59977,1993-02-23,1994-02-23
18812,57376,1997-11-10,1998-11-10
18813,49720,1989-09-12,1990-09-12
18814,77942,1985-09-01,1986-09-01
18815,87881,1998-06-07,1999-06-07
18816,43660,1995-11-30,1996-11-29
18817,40000,1997-08-30,1998-08-30
18818,43644,1998-12-23,1999-12-23
18819,40000,1998-09-16,1999-09-16
18820,59190,1995-03-27,1996-03-26
18821,40000,1991-02-04,1992-02-04
18822,40000,1994-12-24,1995-12-24
18823,40000,1998-12-16,1999-12-16
18824,70154,1986-06-24,1987-06-24
18825,45115,1989-01-16,1990-01-16
18826,40000,1993-02-08,1994-02-08
18827,44455,1991-05-03,1992-05-02
18828,40000,1994-12-21,1995-12-21
18829,50207,1996-02-24,1997-02-23
18830,49370,1995-03-14,1996-03-13
18831,41542,1989-10-27,1990-10-27
18832,61763,1998-09-05,1999-09-05
18833,46611,1987-03-05,1988-03-04
18834,48391,1991-07-05,1992-07-04
18835,40000,1987-07-28,1988-07-27
18836,40000,1995-10-24,1996-10-23
18837,40000,1993-07-25,1994-07-25
18838,40000,1989-08-23,1990-08-23
18839,48487,1988-02-16,1989-02-15
18840,40000,1998-04-03,1999-04-03
18841,71394,1998-06-07,1999-06-07
18842,47489,1986-11-16,1987-11-16
18843,103901,1988-04-29,1989-04-29
18844,40000,1999-01-26,2000-01-26
18845,40000,1992-04-27,1993-04-27
18846,40000,1987-04-01,1988-03-31
18847,40000,1994-12-17,1995-12-17
18848,64239,1995-11-23,1995-12-25
18849,40000,1993-06-06,1994-06-06
18850,57246,1994-10-18,1995-10-18
18851,40000,1999-03-15,2000-03-14
18852,40000,1991-12-14,1992-12-13
18853,40000,1997-05-01,1998-05-01
18854,40000,1992-11-12,1993-11-12
18855,40000,1987-05-21,1988-05-20
18856,48276,1992-10-05,1993-10-05
18857,40000,1987-09-23,1988-09-22
18858,78109,1992-04-27,1993-04-27
18859,78500,1993-12-15,1994-12-15
18860,51682,1994-05-29,1995-05-29
18861,40331,1996-07-11,1997-07-11
18862,63484,1997-11-08,1998-11-08
18863,51160,1992-05-17,1993-05-17
18864,45290,1998-04-15,1999-04-15
18865,73055,1988-05-06,1989-05-06
18866,56470,1997-04-10,1998-04-10
18867,48213,1987-03-06,1988-03-05
18868,44386,1992-12-19,1993-12-19
18869,87280,1991-07-11,1992-07-10
18870,76605,1997-11-01,1998-11-01
18871,40000,1990-09-24,1991-09-24
18872,48988,1990-08-02,1991-08-02
18873,40000,1990-01-01,1991-01-01
18874,40000,1987-02-22,1988-02-22
18875,40000,1996-01-27,1997-01-26
18876,44980,1993-09-30,1994-09-30
18877,52617,1987-08-05,1988-08-04
18878,81604,1993-04-17,1994-04-17
18879,40000,1987-08-20,1988-08-19
18880,50852,1993-07-23,1994-07-23
18881,66599,1998-09-30,1999-09-30
18882,74916,1989-12-22,1990-12-22
18883,40000,1989-12-22,1990-12-22
18884,40000,1995-08-18,1996-08-17
18885,72994,1997-07-19,1998-07-19
18886,50615,1992-05-20,1993-05-20
18887,49495,1990-05-31,1991-05-31
18888,40562,1998-07-22,1999-07-22
18889,40000,1989-05-23,1990-05-23
18890,43372,1993-08-16,1994-08-16
18891,55580,1989-11-24,1990-11-24
18892,75422,1988-04-07,1989-04-07
18893,40000,1997-10-19,1998-10-19
18894,76560,1994-02-14,1995-02-14
18895,40000,1997-09-16,1998-09-16
18896,40000,1987-02-11,1988-02-11
18897,40000,1991-12-14,1992-12-13
18898,77292,1998-05-10,1999-05-10
18899,40000,1989-04-19,1990-04-19
18900,44037,1993-05-27,1994-05-27
18901,47876,1988-08-25,1989-08-25
18902,43641,1993-10-18,1994-10-18
18903,40000,1988-01-16,1989-01-15
18904,42580,1985-02-27,1986-02-27
18905,40000,1996-01-07,1997-01-06
18906,69822,1986-07-07,1987-07-07
18907,42341,1985-11-20,1986-11-20
18908,47202,1991-09-24,1992-09-23
18909,40000,1999-08-23,2000-08-22
18910,40000,1996-05-02,1997-05-02
18911,40000,1989-07-03,1990-07-03
18912,60946,1992-09-20,1993-09-20
18913,101409,1995-09-17,1996-09-16
18914,42161,1991-11-16,1992-11-15
18915,43632,1998-02-06,1999-02-06
18916,42831,1986-03-11,1987-03-11
18917,52218,1989-06-30,1990-06-30
18918,69954,1996-11-30,1997-11-30
18919,63564,1986-02-07,1987-02-07
18920,58726,1997-01-11,1998-01-11
18921,73112,1991-08-26,1992-08-25
18922,46897,1989-11-14,1990-11-14
18923,40000,1988-08-07,1989-08-07
18924,49779,1991-06-22,1992-06-21
18925,49320,1998-11-26,1999-11-26
18926,40000,1997-01-28,1998-01-28
18927,40000,1989-12-15,1990-12-15
18928,41314,1995-07-14,1996-07-13
18929,92217,1995-02-22,1996-02-22
18930,48883,1993-09-28,1994-09-28
18931,40000,1995-11-28,1996-11-27
18932,40000,1998-02-19,1999-02-19
18933,47862,1988-05-03,1989-05-03
18934,40000,1993-02-10,1994-02-10
18935,66680,1997-04-30,1998-04-30
18936,40000,1989-03-04,1990-03-04
18937,40000,1993-06-27,1994-06-27
18938,58009,1995-05-23,1996-05-22
18939,64182,1999-01-19,2000-01-19
18940,44290,1993-08-09,1994-08-09
18941,94135,1996-07-08,1997-07-08
18942,83391,1997-06-26,1998-06-26
18943,54916,1985-04-18,1986-04-18
18944,49820,2000-01-20,2001-01-19
18945,44475,1989-01-24,1990-01-24
18946,40000,1993-06-01,1994-06-01
18947,40000,1988-10-31,1989-10-31
18948,40000,1990-12-03,1991-12-03
18949,50421,1999-03-28,2000-03-27
18950,57353,1992-08-04,1993-08-04
18951,40000,1989-06-09,1990-06-09
18952,45253,1991-04-06,1992-04-05
18953,47173,1988-09-05,1989-09-05
18954,47954,1994-09-04,1995-09-04
18955,60604,1988-01-23,1989-01-22
18956,65313,1990-01-18,1991-01-18
18957,47633,1991-10-04,1992-10-03
18958,80150,1990-01-29,1991-01-29
18959,41814,1991-11-28,1992-11-27
18960,50260,1990-06-22,1991-06-22
18961,53743,1988-04-10,1989-04-10
18962,47331,1999-04-18,2000-04-17
18963,71935,1991-11-20,1992-11-19
18964,42245,1995-02-10,1996-02-10
18965,40000,1996-11-02,1997-11-02
18966,40000,1997-07-13,1998-07-13
18967,63650,1997-10-03,1998-10-03
18968,40000,1987-08-25,1988-08-24
18969,41639,1986-12-30,1987-12-30
18970,44935,1997-12-26,1998-12-26
18971,53792,1998-02-05,1999-02-05
18972,52576,1989-10-26,1990-10-26
18973,41144,1989-03-27,1990-03-27
18974,59313,1998-04-09,1999-04-09
18975,40000,1991-05-01,1992-04-30
18976,44162,1990-12-02,1991-12-02
18977,45360,1993-04-01,1994-04-01
18978,42623,1999-02-18,2000-02-18
18979,76060,1985-12-29,1986-12-29
18980,56699,1987-01-08,1988-01-08
18981,67907,1986-03-10,1987-03-10
18982,57326,1993-07-26,1994-07-26
18983,56408,1993-03-12,1994-03-12
18984,40000,1998-06-27,1999-06-27
18985,70572,1989-03-10,1990-03-10
18986,55714,1986-12-11,1987-12-11
18987,40000,1991-02-23,1992-02-23
18988,71570,1987-02-01,1988-02-01
18989,53559,1987-03-12,1988-03-11
18990,40000,1995-06-20,1996-06-19
18991,40000,1991-11-02,1992-11-01
18992,40000,1993-02-11,1994-02-11
18993,62910,1988-10-22,1989-10-22
18994,69135,1985-09-03,1986-09-03
18995,40000,1992-04-14,1993-04-14
18996,40000,1998-08-08,1998-12-05
18997,112519,1990-02-22,1991-02-22
18998,49214,1997-02-13,1998-02-13
18999,45372,1993-02-11,1994-02-11
19000,53700,1994-07-18,1995-07-18
19001,40000,1998-07-21,1999-07-21
19002,48923,1988-09-14,1989-09-14
19003,64278,1990-01-07,1991-01-07
19004,40000,1993-07-14,1994-07-14
19005,61245,1999-08-12,2000-08-11
19006,40000,1996-03-25,1997-03-25
19007,40000,1999-03-16,2000-03-15
19008,46769,1998-12-06,1999-12-06
19009,40000,1993-03-02,1994-03-02
19010,47969,1994-12-25,1995-12-25
19011,44645,1986-02-14,1987-02-14
19012,56894,1987-11-19,1988-11-18
19013,86122,1991-10-29,1992-10-28
19014,49781,1986-01-20,1987-01-20
19015,60374,1987-07-21,1988-07-20
19016,40000,1998-02-13,1999-02-13
19017,61971,1993-02-21,1994-02-21
19018,51079,1994-02-05,1994-09-23
19019,82676,1995-09-14,1996-09-13
19020,52090,1992-06-21,1993-06-21
19021,46936,1999-08-25,2000-08-24
19022,42469,1997-01-21,1998-01-21
19023,40000,1994-01-11,1995-01-11
19024,40000,1990-05-06,1991-05-06
19025,69765,1988-12-23,1989-12-23
19026,85392,2000-01-07,2001-01-06
19027,46182,1988-05-11,1989-05-11
19028,61452,1987-05-24,1988-05-23
19029,40000,1989-08-14,1990-08-14
19030,40000,1991-03-05,1992-03-04
19031,86266,1988-04-25,1989-04-25
19032,40000,1987-09-02,1988-09-01
19033,62425,1986-03-13,1987-03-13
19034,53806,1997-03-29,1998-03-29
19035,45728,1988-03-15,1989-03-15
19036,61331,1987-03-29,1988-03-28
19037,40000,1986-10-31,1987-10-31
19038,57672,1999-03-30,2000-03-29
19039,58255,1998-03-22,1999-03-22
19040,40000,1999-04-17,2000-04-16
19041,64061,1998-09-28,1999-09-28
19042,40000,1996-11-24,1997-11-24
19043,42706,1996-05-16,1997-05-16
19044,40000,1998-02-26,1999-02-26
19045,40000,1992-03-27,1993-03-27
19046,46174,1996-02-01,1997-01-31
19047,47196,1998-06-17,1999-06-17
19048,64540,1988-07-08,1989-07-08
19049,40000,1987-03-27,1988-03-26
19050,40000,1999-02-01,2000-02-01
19051,70956,1988-05-12,1989-05-12
19052,93907,1986-05-19,1987-05-19
19053,40000,1990-08-16,1991-08-16
19054,40000,1986-04-30,1987-04-30
19055,48338,1998-02-02,1999-02-02
19056,40000,1999-12-12,2000-12-11
19057,71306,1997-03-17,1998-03-17
19058,46314,1991-05-24,1992-05-23
19059,61670,1987-04-29,1988-04-28
19060,59509,1996-09-09,1997-09-09
19061,40000,1991-05-16,1992-05-15
19062,55889,1997-11-11,1998-11-11
19063,69440,1999-08-18,2000-08-17
19064,40000,1997-04-19,1998-04-19
19065,77876,1991-05-02,1992-05-01
19066,56296,1997-06-22,1998-06-22
19067,60688,1993-03-06,1994-03-06
19068,57241,1993-02-04,1994-02-04
19069,49268,1987-10-02,1988-10-01
19070,60267,1998-08-20,1999-08-20
19071,67398,1986-07-25,1987-07-25
19072,40643,1990-11-12,1991-11-12
19073,64081,1998-03-08,1999-03-08
19074,40000,1998-02-12,1999-02-12
19075,44858,1986-02-28,1987-02-28
19076,40000,1987-07-15,1988-07-14
19077,47538,1994-05-06,1995-05-06
19078,46716,1996-01-28,1997-01-27
19079,40000,1994-10-04,1995-10-04
19080,40000,1987-06-25,1988-06-24
19081,85781,1989-02-09,1990-02-09
19082,49624,1986-02-13,1987-02-13
19083,40000,1987-02-22,1987-03-06
19084,47080,1991-06-28,1992-06-27
19085,46873,1995-11-10,1996-11-09
19086,52626,1997-05-27,1998-05-27
19087,55158,1997-01-03,1998-01-03
19088,70645,1989-07-24,1990-05-26
19089,64741,1993-04-08,1994-04-08
19090,43038,1999-12-17,2000-12-16
19091,40000,1995-11-20,1996-11-19
19092,55155,1988-10-22,1989-10-22
19093,50237,1989-05-23,1990-05-23
19094,41931,1992-08-22,1993-08-22
19095,40000,1993-09-03,1994-09-03
19096,63725,1988-07-30,1989-07-30
19097,40000,1989-11-05,1990-11-05
19098,40000,2000-01-28,2001-01-27
19099,40000,1992-01-16,1993-01-15
19100,83308,1997-01-20,1998-01-20
19101,47268,1990-12-23,1991-12-23
19102,75447,1991-01-02,1992-01-02
19103,41088,1986-03-18,1987-03-18
19104,49326,1991-12-27,1992-12-26
19105,41966,1990-01-16,1991-01-16
19106,81563,1995-03-20,1996-03-19
19107,40000,1992-07-20,1993-07-20
19108,70249,1988-04-16,1989-04-16
19109,46911,1985-12-05,1986-12-05
19110,40000,1995-01-20,1996-01-20
19111,40832,1994-01-11,1995-01-11
19112,96058,1991-07-11,1992-07-10
19113,99390,1990-05-06,1991-05-06
19114,71920,1990-03-05,1991-03-05
19115,48231,1997-10-11,1998-10-11
19116,40000,1998-12-25,1999-12-25
19117,71403,1986-04-14,1987-04-14
19118,54174,1995-10-05,1996-10-04
19119,89682,1993-12-08,1994-12-08
19120,49416,1994-05-20,1995-05-20
19121,40000,1992-03-06,1993-03-06
19122,40000,1989-12-03,1990-12-03
19123,40000,1992-07-05,1993-07-05
19124,49533,1997-07-21,1998-07-21
19125,82317,1987-06-07,1988-06-06
19126,40000,1985-05-24,1986-05-24
19127,82126,1995-02-25,1996-02-25
19128,56745,1987-08-28,1988-08-27
19129,40000,1986-12-07,1987-12-07
19130,46643,1998-11-23,1999-11-23
19131,48636,1991-09-05,1992-09-04
19132,40000,1996-09-16,1997-09-16
19133,68717,1994-09-07,1995-09-07
19134,89672,1988-10-29,1989-10-29
19135,40000,1986-08-21,1986-10-08
19136,51728,1995-01-25,1996-01-25
19137,92512,1988-12-25,1989-12-25
19138,80067,1987-12-10,1988-12-09
19139,40000,1989-05-31,1990-05-31
19140,40000,1986-07-30,1987-07-30
19141,40000,1994-05-12,1995-05-12
19142,62827,1997-09-23,1998-09-23
19143,53287,1992-03-21,1993-03-21
19144,101263,1998-11-23,1999-11-23
19145,54008,1993-03-02,1994-03-02
19146,76899,1985-03-30,1986-03-30
19147,76197,1988-10-18,1989-10-18
19148,40000,1988-04-09,1989-04-09
19149,40000,1987-09-14,1988-09-13
19150,40000,1995-09-14,1996-09-13
19151,40000,1992-10-06,1993-10-06
19152,63706,1998-08-09,1999-08-09
19153,76260,1991-11-18,1992-11-17
19154,40000,1986-03-17,1987-03-17
19155,58058,1993-06-10,1994-06-10
19156,40000,1991-06-08,1992-06-07
19157,40000,1999-08-18,2000-05-02
19158,45289,1996-05-03,1997-05-03
19159,40000,1988-05-06,1989-05-06
19160,72108,1986-07-25,1987-07-25
19161,54356,1995-09-19,1996-09-18
19162,40000,1996-01-24,1997-01-23
19163,40000,1995-09-20,1996-09-19
19164,48481,1992-11-25,1993-11-25
19165,45441,1993-03-05,1994-03-05
19166,53254,1989-10-15,1990-10-15
19167,40000,1997-03-20,1998-03-20
19168,81702,1999-11-22,2000-11-21
19169,40000,1990-04-29,1991-04-29
19170,40977,1997-10-02,1998-10-02
19171,77365,1985-04-22,1986-04-22
19172,44904,1997-06-21,1998-06-21
19173,40000,1999-02-21,1999-07-06
19174,83244,1997-04-04,1998-04-04
19175,47563,1987-01-03,1988-01-03
19176,60396,1991-05-02,1992-05-01
19177,52709,1990-12-04,1991-12-04
19178,40000,1986-04-30,1987-04-30
19179,46995,1990-05-12,1991-05-12
19180,55535,1995-06-18,1996-06-17
19181,62935,1994-04-02,1995-04-02
19182,40000,1986-07-28,1987-07-11
19183,61455,1992-05-28,1993-05-28
19184,78722,1985-08-19,1986-08-19
19185,40000,1999-08-23,2000-08-22
19186,64424,1989-11-23,1990-11-23
19187,40000,1987-06-22,1988-06-21
19188,40000,1995-07-20,1996-07-19
19189,40000,1994-11-22,1995-11-22
19190,82364,1990-09-11,1991-09-11
19191,56849,1987-05-10,1988-05-09
19192,56767,1986-11-12,1987-11-12
19193,41877,1989-07-31,1990-07-31
19194,40000,1985-11-19,1986-11-19
19195,56007,1985-04-02,1986-04-02
19196,66890,2000-01-28,2000-05-12
19197,81042,1997-03-17,1998-03-17
19198,53419,1994-11-15,1995-11-15
19199,61706,1998-06-03,1999-06-03
19200,81196,1990-09-17,1991-09-17
19201,85848,1998-04-29,1999-04-29
19202,72229,1985-02-25,1986-02-25
19203,40000,1990-02-20,1991-02-20
19204,56184,1993-10-08,1994-10-08
19205,93690,1998-02-13,1999-02-13
19206,71889,1986-10-06,1987-10-06
19207,51998,1989-11-26,1990-11-26
19208,60468,1994-07-26,1995-07-26
19209,40000,1997-04-26,1998-04-26
19210,50714,1990-03-08,1991-03-08
19211,62738,1986-11-03,1987-11-03
19212,41754,1990-08-11,1991-08-11
